0.144144,001dd2e8-b10a-441e-8e93-c9d05a64018e,IN_VITRO_TRAINING
0.640141,00439e41-5960-4c0d-a50d-a1668a342798,IN_VITRO_TRAINING
0.075766,0067ad8f-50fe-429e-83a3-9e21d177ee40,IN_VITRO_TRAINING
0.044744,009ea88f-053b-4cd7-9544-a8dd617602b0,IN_VITRO_TRAINING
0.265958,00adcdae-1246-4cc2-9d99-971bc2c02f8d,IN_VITRO_TRAINING
0.116534,010ee201-10a8-486c-acdc-d83fef5aaeef,IN_VITRO_TRAINING
0.08841,010fd459-36e0-4552-ae48-4823a41490b4,IN_VITRO_TRAINING
0.023447,01213c96-f307-4f34-a75e-263250422289,IN_VITRO_TRAINING
0.259075,0122a153-3412-4959-867d-db7906b84b10,IN_VITRO_TRAINING
0.913391,01261ce8-e53f-4e65-8c92-dfecd699b8df,IN_VITRO_TRAINING
0.067111,017f8922-1e76-43e6-b27c-95c0a621ef3f,IN_VITRO_TRAINING
0.063199,01abdd97-1780-40ff-bd2b-e7d37e08b9fb,IN_VITRO_TRAINING
0.055381,01b713f0-072b-4fc3-b1df-d1d8ff1ce220,IN_VITRO_TRAINING
0.023278,01e0918e-f8d9-473e-8449-f9f7f8f3e5b8,IN_VITRO_TRAINING
0.075893,0200308d-394b-4717-9de0-097031d57558,IN_VITRO_TRAINING
0.051149,0213e79b-90e7-40cb-84b2-2fda3268c62c,IN_VITRO_TRAINING
0.892917,023345dd-3b15-4501-82b0-47f97a0fd295,IN_VITRO_TRAINING
0.075468,026c9402-ac51-424b-95e1-c0130c66544b,IN_VITRO_TRAINING
0.333532,02a338d9-be50-45c6-8261-72103b25b206,IN_VITRO_TRAINING
0.14228,02adcf35-8b87-46dc-b7da-6dd1d41afe08,IN_VITRO_TRAINING
0.105519,02f249ad-b1a8-4654-880b-f6ecba34be59,IN_VITRO_TRAINING
0.03522,02fff6bf-f670-42f7-ab11-5e9426bc8730,IN_VITRO_TRAINING
0.07802,0314328a-ac1b-4fc8-8521-05375590f713,IN_VITRO_TRAINING
0.041578,031e17f4-31d4-416a-8f4d-d25c370f2dbc,IN_VITRO_TRAINING
0.107631,03735974-3ecf-4637-945f-9030babf09f4,IN_VITRO_TRAINING
0.258522,03737702-6bb6-4314-871d-0d71d5904e2e,IN_VITRO_TRAINING
0.046268,03a14b5c-a108-4079-98ee-5fa43a3ed75e,IN_VITRO_TRAINING
0.260864,03a3ba57-e545-4ae3-9f72-1278e4df77c4,IN_VITRO_TRAINING
0.13488,03ac0183-5812-4d24-8277-432e88de7300,IN_VITRO_TRAINING
0.678877,03ae24e5-06bd-4a2c-822d-761b92cd9f68,IN_VITRO_TRAINING
0.02666,03be9b81-657f-4723-a939-0ce145adee7e,IN_VITRO_TRAINING
0.042432,03dfcf3e-4cbf-4e2a-b96e-02f30cebde66,IN_VITRO_TRAINING
0.140513,03eb15e9-2667-45a5-a61b-8d168b881e46,IN_VITRO_TRAINING
0.688504,03ef092c-a2c2-4bc2-bb47-2f90dd6769b8,IN_VITRO_TRAINING
0.160976,03fe7b90-c180-495d-aacc-e990e11a233c,IN_VITRO_TRAINING
0.059746,04056a87-cf00-4745-8053-05929470e8a1,IN_VITRO_TRAINING
0.159662,0411fcae-6938-4676-9291-3c9ac1a775c7,IN_VITRO_TRAINING
0.873673,041f0a85-63e9-4ffa-9674-40577fe2dada,IN_VITRO_TRAINING
0.235276,0428118d-8c66-4fb6-98ef-ca4e7d2d8f24,IN_VITRO_TRAINING
0.07574,042c9c69-a9e6-4517-8fb0-40425d5125b9,IN_VITRO_TRAINING
0.061655,0431f8b2-5cac-4da8-9b16-7631fb6b802e,IN_VITRO_TRAINING
0.084554,0450cccf-97c4-40ac-b543-608d2058056c,IN_VITRO_TRAINING
0.069159,04a5685b-f2a6-4b2c-981b-b95ae41324b0,IN_VITRO_TRAINING
0.037066,04b20f7e-06d6-4f4c-86d0-04f1baaf4f48,IN_VITRO_TRAINING
0.634927,04e228ee-6211-440d-91eb-2592d7d9c5e7,IN_VITRO_TRAINING
0.806006,051694d8-9497-4de6-a599-e7d5098cdd07,IN_VITRO_TRAINING
0.013865,0539f1b3-ec4a-480c-811f-cbbc859f1a0e,IN_VITRO_TRAINING
0.939734,05436223-1a43-4bd8-a04c-87109878dac6,IN_VITRO_TRAINING
